Code,Expedition,State,French name,Baudin's Original name,Australian name,Aborigines name,Aborigines langage,latitude,longitude,Source coordonnées,test coordonnées,Vérifié,Caracteristiques (FR),Characteristic (EN),Origine du nom (FR),Origin of the name (EN),URL WIKI FR,URL WIKi EN,URL IMG,URL DIV,Origine du nom version initiale,détails,@
Baudin046,Baudin,SA,C Mollien,Cap de la Rencontre,Cap Mollien,,,-35.5826612,138.6086347,2ua.org – Wright Island map (turn12search10),"https://www.google.com/maps?q=-35.5826612,138.6086347",,,,,,,,,,,,
Baudin047,Baudin,SA,B Cretet,Baie des Mornes,Baie Cretet in  Encounter Bay,,,-35.564100686,138.630228673,Wikipedia – Granite Island Recreation Park (turn0search4),"https://www.google.com/maps?q=-35.564100686,138.630228673",,,,"Emmanuel Crétet, comte de Champmol (10 février 1747 - 28 novembre 1809), est un administrateur et homme politique français. Il fut ministre de l'Intérieur de Napoléon Bonaparte et responsable de nombreux aménagements à Paris. Il est inhumé au Panthéon.","Emmanuel Crétet, Count of Champmol (10 February 1747 – 28 November 1809), was a French administrator and politician. He was Napoleon Bonaparte's Minister of the Interior and responsible for many developments in Paris. He is buried in the Panthéon.",https://fr.wikipedia.org/wiki/Emmanuel_Cr%C3%A9tet,https://en.wikipedia.org/wiki/Emmanuel_Cr%C3%A9tet,,,"Emmanuel Crétet, comte de Champmol (10 février 1747 - 28 novembre 1809), est un administrateur et homme politique français. Il fut ministre de l'Intérieur de Napoléon Bonaparte et responsable de nombreux aménagements à Paris. Il est inhumé au Panthéon.",,
Baudin048,Baudin,SA,Cap Cretet,,Cap Cretet,,,-35.606,138.59253,Mapcarta – West Island (turn22search14),"https://www.google.com/maps?q=-35.606,138.59253",,,,"Emmanuel Crétet, comte de Champmol (10 février 1747 - 28 novembre 1809), est un administrateur et homme politique français. Il fut ministre de l'Intérieur de Napoléon Bonaparte et responsable de nombreux aménagements à Paris. Il est inhumé au Panthéon.","Emmanuel Crétet, Count of Champmol (10 February 1747 – 28 November 1809), was a French administrator and politician. He was Napoleon Bonaparte's Minister of the Interior and responsible for many developments in Paris. He is buried in the Panthéon.",https://fr.wikipedia.org/wiki/Emmanuel_Cr%C3%A9tet,https://en.wikipedia.org/wiki/Emmanuel_Cr%C3%A9tet,,,"Emmanuel Crétet, comte de Champmol (10 février 1747 - 28 novembre 1809), est un administrateur et homme politique français. Il fut ministre de l'Intérieur de Napoléon Bonaparte et responsable de nombreux aménagements à Paris. Il est inhumé au Panthéon.",,
Baudin049,Baudin,SA,Iles Decaen,no name,Granite Island & Seal Rock,,,-35.564100686,138.630228673,Wikipedia – Granite Island Recreation Park (turn0search4),"https://www.google.com/maps?q=-35.564100686,138.630228673",,,,Charles Mathieu Isidore Decaen (13 avril 1769 - 9 septembre 1832) était un général français qui a servi pendant les guerres de la Révolution française et napoléoniennes. Il fut le dernier gouverneur général des Établissements français de l'Inde.,Charles Mathieu Isidore Decaen (13 April 1769 – 9 September 1832) was a French general who served during the French Revolutionary and Napoleonic Wars. He was the last Governor-General of the French Establishments in India.,https://fr.wikipedia.org/wiki/Charles-Mathieu-Isidore_Decaen,https://en.wikipedia.org/wiki/Charles_Mathieu_Isidore_Decaen,,,,,
Baudin050,Baudin,SA,C Decaen,,Rosetta Head ,,,-35.59139,138.60389,Wikipedia – Rosetta Head (turn7search8),"https://www.google.com/maps?q=-35.59139,138.60389",,,,Charles Mathieu Isidore Decaen (13 avril 1769 - 9 septembre 1832) était un général français qui a servi pendant les guerres de la Révolution française et napoléoniennes. Il fut le dernier gouverneur général des Établissements français de l'Inde.,Charles Mathieu Isidore Decaen (13 April 1769 – 9 September 1832) was a French general who served during the French Revolutionary and Napoleonic Wars. He was the last Governor-General of the French Establishments in India.,https://fr.wikipedia.org/wiki/Charles-Mathieu-Isidore_Decaen,https://en.wikipedia.org/wiki/Charles_Mathieu_Isidore_Decaen,,,,,
Baudin051,Baudin,SA,C Montalivet,Pointe aux granits,Newland Head,,,-35.64279,138.52215,Bonzle – Newland Head (turn6search1),"https://www.google.com/maps?q=-35.64279,138.52215",,,,"Jean-Pierre Bachasson, comte de Montalivet, né le 5 juillet 1766 à Sarreguemines et mort le 22 janvier 1823 à Saint-Bouize (Cher) au château de Lagrange-Montalivet[2], est un officier, magistrat et homme d'État français. Préfet, puis ministre de l'Intérieur de 1809 à 1814 sous le règne de Napoléon, qu'il soutient pendant les Cent-Jours.","Jean-Pierre Bachasson, Count of Montalivet, born on July 5, 1766 in Sarreguemines and died on January 22, 1823 in Saint-Bouize (Cher) at the Château de Lagrange-Montalivet, was a French officer, magistrate, and statesman. Prefect, then Minister of the Interior from 1809 to 1814 under the reign of Napoleon, whom he supported during the Hundred Days, he was reinstated in 1819 to the Chamber of Peers by Louis XVIII.",https://fr.wikipedia.org/wiki/Jean-Pierre_de_Montalivet,"https://en.wikipedia.org/wiki/Jean-Pierre,_Count_of_Montalivet",,,"Jean-Pierre Bachasson, comte de Montalivet, né le 5 juillet 1766 à Sarreguemines et mort le 22 janvier 1823 à Saint-Bouize (Cher) au château de Lagrange-Montalivet[2], est un officier, magistrat et homme d'État français. Préfet, puis ministre de l'Intérieur de 1809 à 1814 sous le règne de Napoléon, qu'il soutient pendant les Cent-Jours.",,
Baudin052,Baudin,SA,C Dupleix,Pointe de la Misère,Porpoise Head,,,-35.65944,138.22785,Mapcarta – Porpoise Head (turn13view0),"https://www.google.com/maps?q=-35.65944,138.22785",,,,Joseph-François Dupleix (1er janvier 1697 - 10 novembre 1763) fut gouverneur général des établissements français de l'Inde et un grand rival de Robert Clive.,Joseph-François Dupleix (1 January 1697 – 10 November 1763) was Governor-General of the French establishments in India and a great rival of Robert Clive.,https://fr.wikipedia.org/wiki/Joseph-Fran%C3%A7ois_Dupleix,https://en.wikipedia.org/wiki/Joseph_Fran%C3%A7ois_Dupleix,,,Joseph-François Dupleix (1er janvier 1697 - 10 novembre 1763) fut gouverneur général des établissements français de l'Inde et un grand rival de Robert Clive.,,
Baudin053,Baudin,SA,Détroit de Colbert,Détroit de Colbert,Backstairs Passage,,,-35.6908,138.0686,Latitude.to – Backstairs Passage (turn14search1),"https://www.google.com/maps?q=-35.6908,138.0686",,,,Jean-Baptiste Colbert (29 août 1619 - 6 septembre 1683) était un homme politique français qui a servi comme Contrôleur général des finances de 1665 à 1683 sous le règne du roi Louis XIV.,Jean-Baptiste Colbert (29 August 1619 – 6 September 1683) was a French statesman who served as Controller-General of Finances from 1665 to 1683 under the rule of King Louis XIV.,https://fr.wikipedia.org/wiki/Jean-Baptiste_Colbert,https://en.wikipedia.org/wiki/Jean-Baptiste_Colbert,,,Jean-Baptiste Colbert (29 août 1619 - 6 septembre 1683) était un homme politique français qui a servi comme Contrôleur général des finances de 1665 à 1683 sous le règne du roi Louis XIV.,,
Baudin054,Baudin,SA,Ile Bourdet,,The pages,,,-35.8121,138.27,Regional Atlas SA – The Pages (turn1search7),"https://www.google.com/maps?q=-35.8121,138.27",,,,Jacques Bourdé de la Villehuet (né vers 1730 à Saint-Coulomb) est un officier de la Compagnie française des Indes orientales et auteur de plusieurs ouvrages sur la marine qui connurent un grand succès au XVIIIe siècle.,Jacques Bourdé de la Villehuet (born c. 1730 in Saint-Coulomb) was an officer in the French East India Company and the author of several successful works on naval matters in the 18th century.,https://fr.wikipedia.org/wiki/Jacques-Pierre_Bourd%C3%A9_de_La_Villehuet,https://fr.wikipedia.org/wiki/Jacques-Pierre_Bourd%C3%A9_de_La_Villehuet,,,Jacques Bourdé de la Villehuet (né vers 1730 à Saint-Coulomb) est un officier de la Compagnie française des Indes orientales et auteur de plusieurs ouvrages sur la marine qui connurent un grand succès au XVIIIe siècle.,,
Baudin055,Baudin,SA,Golfe Joséphine,"Golfe de la Mauvaise , golfe de la Misanthropie",Gulf St Vincent,,,-35.0,138.0,Wikipedia – Gulf St Vincent (turn1search2),"https://www.google.com/maps?q=-35.0,138.0",,,,"Joséphine de Beauharnais (23 juin 1763 - 29 mai 1814) fut la première épouse de Napoléon Ier, et donc la première impératrice des Français.","Joséphine de Beauharnais (23 June 1763 – 29 May 1814) was the first wife of Napoleon I, and thus the first Empress of the French.",https://fr.wikipedia.org/wiki/Jos%C3%A9phine_de_Beauharnais,https://en.wikipedia.org/wiki/Jos%C3%A9phine_de_Beauharnais,,,"Joséphine de Beauharnais (23 juin 1763 - 29 mai 1814) fut la première épouse de Napoléon Ier, et donc la première impératrice des Français.",,
Baudin056,Baudin,SA,C d'Alembert,Cap de la sécheresse,Cape Jervis,,,-35.603359,138.094162,Geodata.us – Cape Jervis (turn5search3),"https://www.google.com/maps?q=-35.603359,138.094162",,,,"Jean le Rond d'Alembert (16 novembre 1717 - 29 octobre 1783) est un mathématicien, philosophe et encyclopédiste français.","Jean le Rond d'Alembert (16 November 1717 – 29 October 1783) was a French mathematician, philosopher, and encyclopaedist.",https://fr.wikipedia.org/wiki/Jean_Le_Rond_d%27Alembert,https://en.wikipedia.org/wiki/Jean_le_Rond_d%27Alembert,,,"Jean le Rond d'Alembert (16 novembre 1717 - 29 octobre 1783) est un mathématicien, philosophe et encyclopédiste français.",,
Baudin057,Baudin,SA,C Sévigné,Pointe aux corbeaux,Rapid head,,,-35.53333,138.16667,Mapcarta – Rapid Head (turn15search2),"https://www.google.com/maps?q=-35.53333,138.16667",,,,"Marie de Rabutin-Chantal, marquise de Sévigné (5 février 1626 - 17 avril 1696), est une épistolière française.","Marie de Rabutin-Chantal, marquise de Sévigné (5 February 1626 – 17 April 1696), was a French aristocrat, remembered for her letter-writing.",https://fr.wikipedia.org/wiki/Madame_de_S%C3%A9vign%C3%A9,"https://en.wikipedia.org/wiki/Marie_de_Rabutin-Chantal,_marquise_de_S%C3%A9vign%C3%A9",,,"Marie de Rabutin-Chantal, marquise de Sévigné (5 février 1626 - 17 avril 1696), est une épistolière française.",,
Baudin058,Baudin,SA,B Hortense,Baie des savoyards,Yankalilla Bay,,,-35.46061,138.27824,Mapcarta – Yankalilla Bay (turn15search13),"https://www.google.com/maps?q=-35.46061,138.27824",,,,"Hortense de Beauharnais (10 avril 1783 - 5 octobre 1837) était reine consort de Hollande par son mariage avec Louis Bonaparte, frère de Napoléon. Elle était la fille de Joséphine de Beauharnais.","Hortense de Beauharnais (10 April 1783 – 5 October 1837) was Queen consort of Holland through her marriage to Louis Bonaparte, Napoleon's brother. She was the daughter of Joséphine de Beauharnais.",https://fr.wikipedia.org/wiki/Hortense_de_Beauharnais,https://en.wikipedia.org/wiki/Hortense_de_Beauharnais,,,"Hortense de Beauharnais (10 avril 1783 - 5 octobre 1837) était reine consort de Hollande par son mariage avec Louis Bonaparte, frère de Napoléon. Elle était la fille de Joséphine de Beauharnais.",,
Baudin059,Baudin,SA,C Laetitia,Pointe aux Aigles,Carricaklinga Head,,,-35.40833,138.33333,Mapcarta – Carrickalinga Head (turn16search1),"https://www.google.com/maps?q=-35.40833,138.33333",,,,"Laetitia Ramolino, mère de Napoléon Bonaparte (24 août 1750 - 2 février 1836).","Laetitia Ramolino, mother of Napoleon Bonaparte (24 August 1750 – 2 February 1836).",https://fr.wikipedia.org/wiki/Letizia_Bonaparte,https://en.wikipedia.org/wiki/Letizia_Bonaparte,,,"Laetitia Ramolino, mère de Napoléon Bonaparte (24 août 1750 - 2 février 1836).",,
Baudin060,Baudin,SA,B Vendôme,Anse des curieux,Aldinga Bay,,,-35.32972,138.42972,Wikipedia – Aldinga Bay (turn21view0->turn3search0 open),"https://www.google.com/maps?q=-35.32972,138.42972",,,,"Colonne Vendôme. Érigée sur ordre de Napoléon Ier entre 1806 et 1810 pour commémorer la bataille d'Austerlitz. Le joaillier Nitot, fondateur de Chaumet et joaillier de l'impératrice Joséphine, était installé place Vendôme.","Vendôme Column. Erected by order of Napoleon I between 1806 and 1810 to commemorate the Battle of Austerlitz. The jeweller Nitot, founder of Chaumet and jeweller to Empress Joséphine, was located on the Place Vendôme.",https://fr.wikipedia.org/wiki/Colonne_Vend%C3%B4me,https://en.wikipedia.org/wiki/Vend%C3%B4me_Column,,,"Colonne Vendôme. Érigée sur ordre de Napoléon Ier entre 1806 et 1810 pour commémorer la bataille d'Austerlitz. Le joaillier Nitot, fondateur de Chaumet et joaillier de l'impératrice Joséphine, était installé place Vendôme.",,
Baudin061,Baudin,SA,Presqu'île Fleurieu,Presqu'île Fleurieu,Fleurieu Peninsula,,,-35.57542,138.37825,Geodata.us – Fleurieu Peninsula (turn4search7),"https://www.google.com/maps?q=-35.57542,138.37825",,,,"Charles-Pierre Claret de Fleurieu (2 juillet 1738 - 18 août 1810) était un explorateur, hydrographe et homme politique français. Il fut ministre de la Marine et des Colonies.","Charles Pierre Claret, comte de Fleurieu (2 July 1738 – 18 August 1810) was a French explorer, hydrographer and politician. He served as Minister of the Navy and the Colonies.",https://fr.wikipedia.org/wiki/Charles-Pierre_Claret_de_Fleurieu,https://en.wikipedia.org/wiki/Charles_Pierre_Claret_de_Fleurieu,,,,,
Baudin062,Baudin,SA,C Jeanne Hachette,No Name,Snapper Point (Unofficial name),,,-35.272384,138.44493,City of Onkaparinga PDF – Snapper Point reserve map (turn2search6),"https://www.google.com/maps?q=-35.272384,138.44493",,,,"Jeanne Hachette, la guerrière. A-t-elle vraiment existé ? Ou n'est-elle qu'une invention symbolique pour saluer l'action des femmes dans l'Histoire ? Dans tous les cas, à Beauvais, le 22 juillet 1472, une certaine Jeanne Hachette met en déroute l'armée de Charles le Téméraire.","Jeanne Hachette, the warrior. Did she really exist? Or is she merely a symbolic invention to honour the role of women in History? In any case, in Beauvais, on July 22, 1472, a certain Jeanne Hachette routed the army of Charles the Bold.",https://fr.wikipedia.org/wiki/Jeanne_Hachette,https://en.wikipedia.org/wiki/Jeanne_Hachette,,,"Jeanne Hachette, la guerrière A-t-elle vraiment existé ? Ou n'est-elle qu'une invention symbolique pour saluer l'action des femmes dans l'Histoire ? Dans tous les cas, à Beauvais, le 22 juillet 1472, une certaine Jeanne Hachette met en déroute l'armée de Charles le Téméraire.",,
Baudin063,Baudin,SA,C Stéphanie,Pointe Pittoresque,Witton Bluff,,,-35.1461,138.4666,Mapcarta – Witton Bluff (turn19search0),"https://www.google.com/maps?q=-35.1461,138.4666",,,,"Stéphanie Louise Adrienne de Beauharnais, princesse française et par mariage, grande-duchesse de Bade, est née à Versailles, en France, le 28 août 1789 et morte à Nice, dans le royaume de Sardaigne, le 29 janvier 1860. Fille du comte Claude de Beauharnais, parent par alliance de l'impératrice Joséphine, elle est adoptée, en 1806, par Napoléon Ier, qui en fait ainsi une princesse impériale française. Mariée au futur grand-duc Charles II de Bade, elle est grande-duchesse de Bade de 1811 à 1818.","Stéphanie Louise Adrienne de Beauharnais, a French princess and, by marriage, Grand Duchess of Baden, was born in Versailles, France, on 28 August 1789 and died in Nice, in the Kingdom of Sardinia, on 29 January 1860. Daughter of Count Claude de Beauharnais, a relative by marriage of Empress Joséphine, she was adopted in 1806 by Napoleon I, who thus made her a French Imperial Princess. Married to the future Grand Duke Charles II of Baden, she was Grand Duchess of Baden from 1811 to 1818.",https://fr.wikipedia.org/wiki/St%C3%A9phanie_de_Beauharnais,https://en.wikipedia.org/wiki/St%C3%A9phanie_de_Beauharnais,,,"Stéphanie Louise Adrienne de Beauharnais, princesse française et par mariage, grande-duchesse de Bade, est née à Versailles, en France, le 28 août 1789 et morte à Nice, dans le royaume de Sardaigne, le 29 janvier 1860. Fille du comte Claude de Beauharnais, parent par alliance de l'impératrice Joséphine, elle est adoptée, en 1806, par Napoléon Ier, qui en fait ainsi une princesse impériale française. Mariée au futur grand-duc Charles II de Bade, elle est grande-duchesse de Bade de 1811 à 1818.",,
Baudin064,Baudin,SA,C Nemours,Pointe des Oursins,Marino Rocks,,,-35.05,138.51667,Mapcarta – Marino Rocks (turn20search0),"https://www.google.com/maps?q=-35.05,138.51667",,,,"Mémoires de Marie d'Orléans, duchesse de Nemours (1625-1707) suivi de Lettres inédites de Marguerite de Lorraine, duchesse d'Orléans. Pierre Samuel du Pont de Nemours (14 septembre 1739 - 7 août 1817) était un entrepreneur et économiste d'origine française et un diplomate américain. Huguenot, il est à l'origine de l'une des plus riches et grandes familles américaines.","Memoirs of Marie d'Orléans, Duchess of Nemours (1625-1707) followed by Unpublished Letters of Marguerite de Lorraine, Duchess of Orléans. Pierre Samuel du Pont de Nemours (14 September 1739 – 7 August 1817) was a French-born entrepreneur, economist, and American diplomat. A Huguenot, he was the progenitor of one of America's wealthiest and most prominent families.",https://fr.wikipedia.org/wiki/Pierre_Samuel_du_Pont_de_Nemours,https://en.wikipedia.org/wiki/Pierre_Samuel_du_Pont_de_Nemours,,,"Mémoires de Marie d'Orléans, duchesse de Nemours
 (1625-1707) suivi de Lettres inédites de Marguerite de Lorraine, duchesse d'Orléans    
Pierre Samuel du Pont de Nemours, né le 14 septembre 1739 à Paris1 et mort le 7 août 1817 à Eleutherian Mills (Delaware, États-Unis), était un entrepreneur et économiste d'origine française et un diplomate américain. Huguenot, il est à l'origine de l'une des plus riches et grandes familles américaines.",,
Baudin065,Baudin,SA,C Lafayette,,Point Malcolm,,,-35.508957,139.19088,Lightphotos – Point Malcolm Lighthouse (turn8search0),"https://www.google.com/maps?q=-35.508957,139.19088",,,,"Marie-Madeleine Pioche de La Vergne, comtesse de La Fayette (ou Lafayette), née le 18 mars 1634 à Paris et morte le 25 mai 1693 dans la même ville, est une femme de lettres française.","Marie-Madeleine Pioche de La Vergne, comtesse de La Fayette (or Lafayette), born 18 March 1634 in Paris and died 25 May 1693 in the same city, was a French writer.",https://fr.wikipedia.org/wiki/Madame_de_La_Fayette,https://en.wikipedia.org/wiki/Madame_de_La_Fayette,,,"Marie-Madeleine Pioche de La Vergne, comtesse de La Fayette (ou Lafayette), née le 18 mars 1634 à Paris et morte le 25 mai 1693 dans la même ville, est une femme de lettres française.",,
Baudin066,Baudin,SA,Pte Victorine,,Port Gawler????,,,-34.633,138.494,"Wikipedia – Port Gawler, South Australia","https://www.google.com/maps?q=-34.633,138.494",,,,"Victorine de Chastenay née le 11 avril 1771 à Paris et décédée le 9 mai 1855 à Châtillon-sur-Seine (Côte-d'Or), est une mémorialiste française.",Victorine de Chastenay (11 April 1771 – 9 May 1855) was a French memoirist.,https://fr.wikipedia.org/wiki/Victorine_de_Chastenay,https://en.wikipedia.org/wiki/Victorine_de_Chastenay,,,"Victorine de Chastenay née le 11 avril 1771 à Paris et décédée le 9 mai 1855 à Châtillon-sur-Seine (Côte-d'Or), est une mémorialiste française.",,
Baudin067,Baudin,SA,Pte Scudéry,Pointe des Bouquets,Great Sandy Point,,,-34.48333,138.26667,Mapcarta – Great Sandy Point,"https://www.google.com/maps?q=-34.48333,138.26667",,,,"Madeleine de Scudéry, née au Havre le 15 novembre 1607 et morte à Paris le 2 juin 1701, est une femme de lettresfrançaise. Elle est la fille de Georges de Scudéry et de Madeleine de Martel de Goustimesnil (1569 - 1635).",Madeleine de Scudéry (15 November 1607 – 2 June 1701) was a French writer.,https://fr.wikipedia.org/wiki/Madeleine_de_Scud%C3%A9ry,https://en.wikipedia.org/wiki/Madeleine_de_Scud%C3%A9ry,,,"Madeleine de Scudéry, née au Havre le 15 novembre 1607 et morte à Paris le 2 juin 1701, est une femme de lettresfrançaise. Elle est la fille de Georges de Scudéry et de Madeleine de Martel de Goustimesnil (1569 - 1635).",,
Baudin068,Baudin,SA,Pte Pauline,,Middle Spit,,,,,,,,,,,,,,,,,,
Baudin069,Baudin,SA,C Deshoulière,Pointe aux arbres,Sandy Point ,,,,,,,,,https://www.iep.utm.edu/deshouli/   ," Antoinette de Lafon de Boisguérin des Houlières ou Deshoulières1, née Antoinette du Ligier de la Garde vers 1634 à Paris, décédée le 17 février 1694, est une femme de lettres française. ",Antoinette de Lafon de Boisguérin des Houlières or Deshoulières (c. 1634 – 17 February 1694) was a French woman of letters.,https://fr.wikipedia.org/wiki/Antoinette_Des_Houli%C3%A8res,https://en.wikipedia.org/wiki/Antoinette_Deshouli%C3%A8res,,," Antoinette de Lafon de Boisguérin des Houlières ou Deshoulières1, née Antoinette du Ligier de la Garde vers 1634 à Paris, décédée le 17 février 1694, est une femme de lettres française. Contrairement à ce qui fut officiellement annoncé à l'époque, elle n'est pas morte à cinquante six ans, mais plutôt vers soixante ans, d'après les personnes proches qui prenaient soin de sa mémoire. https://www.iep.utm.edu/deshouli/   ",,
Baudin070,Baudin,SA,B Caroline,,Harbor of Port Wakefield,,,-34.183333,138.15,"Latitude.to – Port Wakefield, South Australia","https://www.google.com/maps?q=-34.183333,138.15",,,,,,,,,,,,
Baudin071,Baudin,SA,Pte Dorothée,,part of Port Clinton,,,-34.2333,138.0333,"Latitude.to – Port Clinton (Clinton), South Australia","https://www.google.com/maps?q=-34.2333,138.0333",,,,"Angélique-Dorothée Babaud, marquise de Cassini (1737 - 8 mai 1805), est une salonnière française. Ou Dorothée de Courlande, duchesse de Dino (1793-1862), comtesse Edmond de Périgord (1809), puis duchesse de Dino (1817), duchesse de Talleyrand (1838) et duchesse de Sagan (1845).","Angélique-Dorothée Babaud, Marquise de Cassini (1737 – 8 May 1805), was a French salonnière. Or Dorothea von Courland, Duchess of Dino (1793-1862), Countess Edmond de Périgord (1809), then Duchess of Dino (1817), Duchess of Talleyrand (1838) and Duchess of Sagan (1845).",https://fr.wikipedia.org/wiki/Doroth%C3%A9e_de_Courlande,https://en.wikipedia.org/wiki/Princess_Dorothea_of_Courland,,,"Angélique-Dorothée Babaud, marquise de Cassini, née en 1737 et morte le 8 mai 1805, est une salonnière française (1838), voir Françoise de Graffigny, « Correspondance de Madame de Graffigny » .  Dorothée de Courlande, duchesse de Dino? Dorothée princesse de Courlande (1793 Berlin - 1862 Sagan), comtesse Edmond de Périgord (1809), puis duchesse de Dino (1817, titre sous lequel elle est passée à la postérité), puis duchesse de Talleyrand (1838) et duchesse de Sagan (1845).",,
Baudin072,Baudin,SA,Pte Graffigny,,near Black Swamp,,,,,,,,,,"Françoise de Graffigny, née d’Issembourg du Buisson d’Happoncourt (11 février 1695 - 12 décembre 1758), est un écrivain lorrain. Auteure du célèbre roman *Lettres d'une péruvienne* (1747), elle est une des femmes les plus importantes de la littérature du XVIIIe siècle. Elle a traité de la thématique du « bon sauvage », qui idéalise le sauvage vivant avec innocence dans un milieu non détérioré par la civilisation, utilisé par les philosophes pour critiquer la société à travers un regard naïf.","Françoise de Graffigny, née d’Issembourg du Buisson d’Happoncourt (11 February 1695 – 12 December 1758), was a writer from Lorraine. Author of the famous novel *Letters from a Peruvian Woman* (1747), she is one of the most important women in 18th-century literature. She explored the theme of the ""noble savage"", which idealises the savage living innocently in an environment unspoiled by civilisation, a concept used by philosophers to critique society through a naive perspective.",https://fr.wikipedia.org/wiki/Fran%C3%A7oise_de_Graffigny,https://en.wikipedia.org/wiki/Fran%C3%A7oise_de_Graffigny,,,"Françoise de Graffigny née d’Issembourg du Buisson d’Happoncourt le 11 février 1695 à Nancy et morte le12 décembre 1758 à Paris, est un écrivain lorrain. Auteure du célèbre roman Lettres d'une péruvienne paru en 1747, elle est une des femmes les plus importantes de lalittérature du xviiie siècle. Thématique du « bon sauvage »
Françoise de Graffigny entre également dans le groupe des auteurs qui ont traité la thématique du « bon sauvage ». Parmi eux, on trouve Voltaire qui écrivit l'Ingénu en 1767 et Marmontel qui écrivit les Incas en 1777. Cette thématique, loin d’être un phénomène du xviiie siècle, date en fait du xvie siècle. Les récits de ce genre « diffusent une image idéalisée du sauvage vivant avec innocence et authenticité dans un milieu naturel non détérioré par la civilisation[…] Le sauvage est convoqué par les philosophes comme porte-parole de l’étonnement du dépaysé. Permettant un décalage naïf, il est un acteur-clé de tout discours ironique mettant en relief les anomalies masquée par le conformisme. Le « sauvage » est donc devenu une utopie littéraire44. »

C’est ce que fait l’œuvre plus célèbre de Françoise de Graffigny. L’héroïne Zilia, comme jeune péruvienne, tient un discours naïf sur ce qui l’entoure. L’auteure utilise cet état d’âme afin de souligner l’étonnement qu’un étranger ressentirait nécessairement en voyant la société française pour la première fois. Zilia met en relief tout ce qui entre en contradiction avec les « normes » établies dans la société. D’une certaine façon, Françoise de Graffigny opère une critique de cette société par l’entremise de son roman.",,
Baudin073,Baudin,SA,B Julie,,Port Julia,,,-34.648333,137.750278,"Wikipedia – Port Julia, South Australia","https://www.google.com/maps?q=-34.648333,137.750278",,,,"Marie Julie Clary, née à Marseille le 26 décembre 1771 et morte le 7 avril 1845 à Florence (Toscane), fut l'épouse de Joseph Bonaparte et par conséquent reine de Naples de 1806 à 1808, puis reine d'Espagne de 1808 à 1813. Julie de Lespinasse. Femme de lettres française (Lyon 1732 – Paris 1776). Elle fut courtisée par d'Alembert, et Diderot mit en scène le couple dans le Rêve de d'Alembert. Elle conçut pour le comte de Guibert une passion impossible, exprimée dans une correspondance qui prit les dimensions d'une œuvre littéraire et qui trouve sa place aux côtés des lettres d'Héloïse et d'Abélard.","Marie Julie Clary (26 December 1771 – 7 April 1845) was the wife of Joseph Bonaparte, and therefore Queen of Naples from 1806 to 1808, and then Queen of Spain from 1808 to 1813. Or Julie de Lespinasse (1732–1776), a French woman of letters, courted by d'Alembert.",https://fr.wikipedia.org/wiki/Julie_Clary,https://en.wikipedia.org/wiki/Julie_Clary,,,"Marie Julie Clary, née à Marseille le 26 décembre 1771 et morte le 7 avril 1845 à Florence (Toscane), fut l'épouse de Joseph Bonaparte et par conséquent reine de Naples de 1806 à 1808, puis reine d'Espagne de 1808 à 1813. Julie de Lespinasse. Femme de lettres française (Lyon 1732 – Paris 1776). Elle fut courtisée par d'Alembert, et Diderot mit en scène le couple dans le Rêve de d'Alembert. Elle conçut pour le comte de Guibert une passion impossible, exprimée dans une correspondance qui prit les dimensions d'une œuvre littéraire et qui trouve sa place aux côtés des lettres d'Héloïse et d'Abélard.",,
Baudin074,Baudin,SA,C Amélie,,Pine Point,,,-34.568,137.882,"Latitude.to – Pine Point, South Australia","https://www.google.com/maps?q=-34.568,137.882",,,,"Augusta-Amélie Louise de Bavière (21 juin 1788 - 13 mai 1851) est l’épouse d’Eugène de Beauharnais, vice-roi d'Italie et fils adoptif de l'empereur des Français Napoléon Ier. Ce mariage permit à la Bavière d'être érigée en Royaume.","Princess Augusta of Bavaria, Duchess of Leuchtenberg (21 June 1788 – 13 May 1851) was the wife of Eugène de Beauharnais, Viceroy of Italy and adopted son of the French Emperor Napoleon I. This marriage allowed Bavaria to be elevated to a Kingdom.",https://fr.wikipedia.org/wiki/Augusta-Am%C3%A9lie_de_Bavi%C3%A8re,https://en.wikipedia.org/wiki/Princess_Augusta_of_Bavaria,,,"Augusta-Amélie Louise de Bavière, née le 21 juin 1788 à Strasbourg, morte le 13 mai 1851 à Munich, est l’épouse d’Eugène de Beauharnais, vice-roi d'Italie et fils adoptif de l'empereur des Français Napoléon Ier. Ce mariage permit à la Bavière d'être érigée en Royaume.",,
Baudin075,Baudin,SA, C Jeanne d'Arc,,Black Point,,,-34.599133,137.93681,"LatLong.net – Black Point, South Australia","https://www.google.com/maps?q=-34.599133,137.93681",,,,"Jeanne d'Arc (vers 1412 – 30 mai 1431) est une héroïne de l'histoire de France, chef de guerre et sainte de l'Église catholique. Elle a joué un rôle crucial dans la guerre de Cent Ans, aidant à lever le siège d'Orléans et à conduire Charles VII au trône.","Joan of Arc (c. 1412 – 30 May 1431) is a patron saint of France, honoured as a defender of the French nation for her role in the siege of Orléans and her insistence on the coronation of Charles VII of France during the Hundred Years' War.",https://fr.wikipedia.org/wiki/Jeanne_d%27Arc,https://en.wikipedia.org/wiki/Joan_of_Arc,,http://classes.bnf.fr/heros/arret/03_2_1.htm ,http://classes.bnf.fr/heros/arret/03_2_1.htm ,,
